White,Black,Score
991,5942,0.5
991,6049,0
1019,1512,0.5
1019,4877,0
1035,719,1
1035,2099,0.5
1035,6230,0.5
1035,8629,0
1137,2101,0
1137,2551,0.5
1137,4479,0
1149,3622,1
1149,5365,0.5
1178,5254,0.5
1180,3591,0
1180,6864,0.5
1183,3360,0
1183,3997,0.5
1183,7498,0.5
1235,1990,0
1235,4294,1
1248,1599,1
1286,2986,0
1286,8277,0
1395,2444,1
1449,4422,0.5
1466,7362,0
1471,8629,0
1492,923,1
1492,1068,1
1492,6982,1
1492,8424,0.5
1512,956,1
1512,1248,0.5
1513,2766,1
1513,3919,0.5
1535,1599,0
1535,5018,0
1535,5852,0
1539,5018,0.5
1594,5598,1
1594,6203,1
1610,719,0
1610,6230,0.5
1610,8246,0
1615,18,0
1615,5623,0
1616,1374,1
1616,3282,1
1638,6212,0
1653,3919,0.5
1683,2329,0.5
1683,2339,0
1700,2256,0.5
1747,6500,0.5
1748,4753,0.5
1782,1512,0.5
1782,4877,1
1794,1397,0
1812,8204,1
1863,2581,0
1863,8177,0.5
1874,2565,0.5
1874,6520,1
1884,2073,1
1932,4413,0.5
1932,6685,0
1932,7379,1
1990,127,1
1990,3155,0.5
1990,4753,0.5
1999,1019,0
2000,3225,0
2049,6795,0
2070,1042,0.5
2070,5834,0
2070,6815,0
2073,566,1
2073,1136,0
2073,5419,0
2091,6586,0.5
2099,4296,0.5
2099,6491,0.5
2101,3155,0.5
2101,3360,1
2248,8399,0.5
2256,2049,1
2256,5560,1
2271,918,1
2271,1932,1
2271,4250,1
2319,7591,1
2323,3224,0.5
2329,861,0
2329,5224,0.5
2339,2750,0.5
2346,6138,1
2346,6410,0
2346,8062,1
2444,1388,0.5
2444,7453,0.5
2510,2715,1
2510,5487,1
2536,3593,0.5
2536,6951,0.5
2536,7805,1
2551,2536,0
2551,4479,0.5
2565,6191,0.5
2572,2323,1
2581,6586,0.5
2581,8177,1
2592,918,0
2592,6400,0
2599,1397,0.5
2599,3342,1
2599,4495,1
2644,6691,0
2649,2256,0
2663,98,1
2663,409,1
2663,923,0.5
2663,6049,0.5
2663,6212,0.5
2699,2565,1
2699,7482,0.5
2715,5948,0.5
2715,8388,0
2766,3225,0
2849,3271,0.5
2979,596,1
2979,6373,1
2982,7663,0.5
2986,1286,1
2997,8059,1
2999,2536,0.5
2999,4857,1
2999,6973,0.5
3065,341,0.5
3065,1137,1
3130,895,0
3130,2979,1
3225,1513,1
3225,3919,0.5
3277,1235,0.5
3277,3155,0.5
3277,7526,0.5
3278,2999,0.5
3278,4294,0.5
3278,6951,1
3285,5347,0.5
3330,7031,0.5
3342,6212,0.5
3360,2551,0.5
3360,3155,0
3564,3902,0.5
3575,127,0
3575,4524,1
3593,8629,0
3614,6084,0.5
3617,2979,1
3617,3717,0
3617,5690,0.5
3622,5948,1
3678,64,0.5
3678,8152,0.5
3707,1874,0.5
3707,5470,0.5
3717,596,0.5
3717,895,0
3717,898,0
3717,2979,0.5
3717,3130,0.5
3717,5690,0
3787,5764,1
3787,8246,0.5
3841,6641,1
3882,1748,1
3882,3278,1
3882,4524,1
3882,5072,0.5
3891,4570,0.5
3902,1863,0.5
3902,6586,0.5
3907,2649,0.5
3917,566,1
3919,2766,1
3938,3614,0.5
3938,6084,1
3944,6203,1
3997,4294,1
4012,6017,0.5
4035,6054,0
4035,8233,1
4073,5834,1
4073,8233,0.5
4082,3591,1
4171,4082,0.5
4171,4495,0.5
4194,391,1
4202,341,1
4202,6191,0.5
4213,5270,0.5
4216,450,1
4216,698,0.5
4294,3360,0.5
4296,1610,0.5
4296,3278,0.5
4296,4857,0
4375,835,1
4379,5135,0.5
4413,1884,0
4422,3476,1
4471,1409,0
4479,719,1
4479,6520,0.5
4479,6880,0
4495,3282,1
4496,793,1
4496,3476,0
4516,972,0
4524,1035,0.5
4524,8244,0
4538,5280,0
4538,6191,0.5
4538,7378,0
4542,5356,0
4570,7329,1
4609,2715,1
4609,7412,0.5
4669,7379,0
4753,2536,0.5
4753,3278,0.5
4753,4857,0.5
4857,2101,1
4857,5470,1
4857,7482,0.5
4857,7498,1
4877,1794,0
4877,6018,1
4907,6854,0
4907,8367,0
4958,3476,0
5018,5164,0.5
5018,7031,1
5050,5380,0.5
5050,7638,1
5072,4202,1
5072,6880,0.5
5072,8246,0.5
5072,8629,1
5090,3591,0.5
5090,3678,0
5135,1137,0
5135,5470,0
5135,7628,0
5155,4025,0
5155,6537,0
5164,6641,0
5224,8239,1
5254,3944,0.5
5260,4538,1
5260,7378,0.5
5270,3224,0.5
5280,4073,0.5
5315,5155,1
5315,8100,1
5339,7663,0
5342,3622,1
5342,7412,0.5
5342,7616,0.5
5347,5380,1
5347,7312,1
5356,956,0
5356,2592,1
5356,2599,0
5365,166,1
5365,392,0.5
5380,3285,1
5380,6388,1
5412,341,1
5412,1990,0.5
5418,1374,0.5
5418,1409,1
5418,1638,0
5419,2552,1
5420,3841,0.5
5420,8100,0.5
5468,5412,0
5470,1990,1
5470,3065,1
5487,5365,0
5487,6341,0.5
5516,2999,0
5532,2329,0
5545,6795,0.5
5552,5960,0.5
5552,7168,1
5560,4570,0.5
5598,4609,1
5598,7848,0
5623,1615,1
5690,898,0.5
5690,2979,0
5690,3717,1
5690,5740,1
5690,7467,0
5717,8424,0.5
5735,7092,0
5740,596,0.5
5740,895,0
5740,3130,1
5740,3717,0.5
5764,3882,0.5
5764,6880,0.5
5834,7661,0.5
5852,6834,0
5853,8595,0
5948,5090,0.5
5979,1513,1
5979,1653,0
6008,391,0.5
6008,2510,0
6008,8328,1
6017,1735,1
6018,1616,1
6054,3917,1
6073,7805,0
6084,748,0.5
6138,5260,0.5
6191,3997,0.5
6191,6491,0.5
6196,566,0.5
6196,5090,1
6196,6203,1
6196,6235,0
6196,7031,0.5
6203,166,0.5
6212,4082,1
6212,6850,0.5
6230,1235,0
6230,3997,0.5
6235,3678,0.5
6235,5342,0.5
6261,18,0.5
6261,19,1
6373,596,0
6373,3130,0.5
6373,3717,0
6373,5740,1
6399,7092,0
6400,7092,0.5
6404,2049,0.5
6404,4413,0.5
6410,5260,0.5
6410,6138,0.5
6429,6795,1
6429,8059,0.5
6460,4202,0
6460,6520,0
6460,7498,0
6491,975,1
6491,3360,1
6491,5412,0.5
6500,409,0.5
6500,6018,0
6500,6399,0.5
6500,8239,0.5
6517,2101,0.5
6517,3593,0
6517,6520,0
6520,1035,0.5
6520,6073,0
6520,6191,0
6537,4422,1
6586,326,0.5
6586,400,1
6586,4035,1
6586,6691,0
6685,536,0.5
6685,4035,1
6685,6815,1
6701,4379,0
6701,5516,0
6795,6691,0.5
6815,7215,1
6821,8081,1
6834,1782,0.5
6834,7312,0.5
6834,7638,0
6850,2599,1
6850,6018,0.5
6854,454,1
6854,6089,0.5
6864,2339,0.5
6880,1990,1
6880,3593,1
6951,1235,0.5
6951,2565,1
6962,3891,0.5
6982,8263,1
6983,6196,1
6983,8016,0
7031,5164,0.5
7092,4171,0.5
7114,3502,1
7114,7713,0.5
7134,2271,0.5
7312,1683,1
7312,8567,1
7329,793,0.5
7329,5280,0
7364,290,1
7364,6008,0.5
7378,2346,1
7378,6410,1
7378,8062,1
7380,4877,0
7412,64,0.5
7412,3944,1
7450,7364,0.5
7450,8277,0.5
7467,662,0
7475,2101,0
7475,5764,0
7475,6491,0.5
7482,2536,1
7498,3277,0.5
7498,5468,0.5
7498,6073,0
7591,2073,0
7613,7379,1
7614,4073,0
7614,4422,0.5
7614,7031,1
7616,7848,1
7624,1747,1
7624,5018,1
7628,1990,0.5
7638,1246,0
7661,2091,0
7663,7905,0
7805,3707,0.5
7805,6517,1
7901,6235,0.5
7901,6341,1
7905,1735,0.5
7905,6500,0
7953,98,0.5
7953,3342,1
8016,3944,1
8059,4073,0.5
8059,6500,1
8062,5260,0
8062,6138,0.5
8062,6410,0.5
8064,8081,0
8081,7114,1
8112,2242,0.5
8152,7412,0.5
8158,454,0.5
8158,4907,1
8177,3564,1
8233,1008,1
8233,1137,0.5
8233,1183,1
8233,4296,0
8233,4375,0.5
8239,4958,1
8239,7362,0
8244,4753,0
8244,7475,1
8244,7628,1
8246,3882,0.5
8246,5135,1
8246,6491,1
8246,6880,0.5
8246,7475,0.5
8263,400,0.5
8263,1999,0.5
8277,1286,1
8277,5347,1
8328,698,1
8328,1180,0.5
8341,5018,1
8341,7362,0.5
8345,4035,0.5
8345,5018,1
8349,6962,1
8388,64,0.5
8544,2444,0.5
8595,972,0.5
8629,8244,1
1,4686,1
1,8035,0.5
1,8248,1
9,8629,0
24,4778,0.5
24,5798,0.5
36,1126,0.5
36,3612,0.5
36,7530,1
64,2295,0
64,2479,0.5
64,3678,0.5
64,3887,0.5
64,7715,0.5
64,7848,1
73,3405,0.5
73,6740,0.5
73,6856,1
73,7353,0.5
77,4962,1
98,4577,0.5
98,6110,1
98,7250,1
107,2391,1
107,7861,0
122,5811,0.5
129,4462,1
132,2782,1
158,4850,1
158,7139,0.5
187,5942,0
187,8028,0.5
192,1017,0
216,6410,1
216,7440,0
224,6023,0.5
226,1710,1
226,3608,0.5
231,102,0
235,1683,1
235,2483,1
235,5746,0.5
235,5821,0
251,235,0
251,5746,0
256,1230,1
256,3770,1
256,6433,1
295,5886,0.5
295,6850,1
295,8491,0.5
342,3013,0.5
342,4051,0.5
342,6040,0
342,7504,0
344,6439,0.5
386,1006,1
391,3614,1
391,4732,0.5
391,6089,1
392,2442,0.5
392,5209,1
392,5614,1
392,5983,1
408,5209,0.5
408,5983,0.5
411,1683,0
428,2959,0.5
428,7986,0
429,1542,0.5
429,2839,0.5
429,3395,0.5
456,2567,0
456,4584,0.5
481,4931,0.5
481,7238,0.5
481,7450,0.5
481,7796,1
488,1,0.5
503,5291,0
503,7905,0.5
503,8502,1
515,1683,0
515,4422,0
536,2663,0.5
536,2883,1
536,4876,1
536,5009,0.5
543,5013,1
543,7791,0.5
565,1095,0.5
565,4119,1
565,4923,0.5
595,4315,0.5
595,4632,0.5
595,7986,0.5
596,4783,1
647,5042,0
652,1837,1
652,6347,1
652,6740,0.5
657,1710,0
657,4646,0.5
657,7890,0
699,2581,0.5
699,5482,0.5
746,1594,0.5
746,5833,0.5
746,6875,0.5
746,8152,0.5
798,5994,1
808,5467,0.5
811,5187,0.5
850,8502,0.5
898,596,0.5
914,4777,0.5
923,3837,0.5
923,5886,0.5
923,7528,1
934,40,0.5
940,2386,1
940,3028,0
940,5407,0
940,5497,0
951,6235,0
956,6867,1
967,1425,0
967,1825,0
972,4462,0
976,2667,0.5
976,4165,0.5
1006,2203,0.5
1006,3944,0
1006,5097,0.5
1006,6439,0.5
1017,3372,1
1017,4954,0.5
1017,5205,0.5
1017,6474,0
1025,6208,0.5
1048,4962,0.5
1048,5467,0.5
1051,3268,0
1061,3829,0.5
1061,3905,1
1061,5435,0
1063,231,0
1063,1373,0
1063,1706,0.5
1072,5167,0.5
1079,2925,0
1079,6138,0
1079,7233,1
1095,1072,1
1095,3961,1
1095,3983,1
1095,5087,0.5
1095,5642,1
1095,5994,0.5
1096,7797,0.5
1126,2238,0.5
1134,3770,1
1134,5187,0
1136,1708,1
1136,5299,0.5
1136,7545,0.5
1136,8491,0.5
1141,1455,0
1141,6007,1
1149,2332,1
1149,7678,0.5
1149,7816,0.5
1157,1981,0.5
1157,2225,0.5
1157,6275,1
1169,8233,1
1178,3608,1
1187,1570,0
1187,3105,1
1187,6866,1
1207,102,0
1207,6208,0
1225,1245,0.5
1230,811,0.5
1230,4671,1
1230,5545,0
1242,7502,1
1244,1058,0.5
1244,3186,0
1280,7392,0
1288,596,1
1288,898,0.5
1288,4783,0
1319,5352,0
1358,2209,0
1358,5042,0
1373,1025,0.5
1373,1903,0.5
1383,1981,0
1383,5291,1
1425,1109,1
1425,2915,0.5
1425,6023,0
1425,6410,0
1455,73,0
1455,8288,1
1455,8405,1
1462,3995,0.5
1469,1978,1
1469,2033,0.5
1482,1702,1
1512,1736,0.5
1512,4862,0.5
1512,4982,0.5
1512,7134,0.5
1512,7939,1
1513,6573,0
1530,3042,0.5
1542,2669,1
1542,2839,0.5
1542,3395,0
1548,914,0
1548,5136,0.5
1570,8158,1
1570,8190,0.5
1570,8246,1
1581,1134,1
1581,3770,0
1581,5187,0
1594,6647,1
1594,8190,0.5
1615,1051,1
1615,3278,0.5
1615,6867,1
1617,1837,0
1617,3147,0
1617,5658,0
1673,4283,0
1683,934,1
1683,1738,1
1706,5311,0.5
1706,6268,0
1706,6856,1
1708,1512,0.5
1708,5299,0
1708,5886,0.5
1708,6224,0
1710,7366,0.5
1734,2981,0
1736,4982,1
1738,3897,1
1738,5693,0.5
1738,6275,1
1745,2741,1
1782,4577,1
1782,6875,0
1785,5263,1
1795,8502,0
1805,2085,0
1805,7730,0
1810,1051,1
1810,3155,0
1810,5072,0
1825,1109,1
1825,4037,0.5
1837,5798,1
1844,976,0.5
1844,1861,0.5
1852,344,1
1852,4779,1
1852,6208,0.5
1855,4488,0.5
1855,8035,0.5
1861,5135,1
1874,5764,0.5
1880,5311,0
1880,7575,1
1884,1855,0.5
1884,4488,1
1953,2047,0
1953,4570,0
1978,3899,0
1978,6820,0
1978,8494,0.5
1981,251,1
1981,5101,0.5
1981,7881,0.5
2012,7378,1
2020,6988,0.5
2027,1810,1
2027,5475,0
2033,1079,0
2033,2513,1
2033,4647,1
2033,7606,0.5
2033,8494,0.5
2042,107,0.5
2047,4570,0.5
2060,5541,0.5
2060,8304,1
2062,8219,0
2073,5693,0.5
2085,5247,0.5
2189,4781,0.5
2194,3031,0
2194,8288,0
2203,8288,0
2203,8533,0
2225,235,0
2225,251,0
2225,4877,0.5
2238,36,1
2238,3612,0.5
2238,7530,0
2256,391,0.5
2256,3190,1
2295,3344,0.5
2295,7715,0.5
2295,7953,1
2304,5045,0.5
2332,515,0.5
2334,1072,1
2334,5089,0.5
2334,8288,0
2383,7323,1
2386,5585,1
2409,5940,0
2434,2256,0
2434,4037,0.5
2434,6104,1
2434,7193,1
2434,8214,1
2442,5983,0
2442,6142,1
2442,7650,0
2463,3476,1
2463,4422,0
2463,7092,1
2463,7678,0
2463,7816,1
2479,746,1
2479,1782,1
2479,3242,1
2479,4679,0.5
2479,7796,0.5
2483,251,0
2567,1702,1
2567,2189,1
2581,699,0.5
2581,5482,0.5
2612,342,0.5
2612,3013,0.5
2612,7117,1
2612,7504,0.5
2632,4481,0.5
2632,6810,1
2637,192,0
2649,7890,0.5
2656,5851,1
2663,391,0
2663,4776,1
2669,3617,0.5
2686,3042,0
2686,5617,1
2694,3458,0.5
2694,5988,0.5
2694,8621,0.5
2782,2667,0.5
2782,6867,0.5
2805,5930,0
2806,6191,0.5
2839,2669,1
2839,2864,0.5
2839,3617,0.5
2864,429,0.5
2864,2669,0
2883,3129,0
2915,6410,0
2925,6138,0.5
2925,7203,0.5
2959,595,0.5
2959,4315,1
2959,4632,0
2981,1837,0
2981,2513,1
2981,4119,1
2981,5210,0.5
2981,5658,0.5
3013,4051,0.5
3013,6926,0.5
3013,7117,1
3013,7504,0.5
3028,5585,1
3031,352,1
3031,7797,1
3041,2409,0
3042,3829,0.5
3042,5435,0.5
3048,2778,1
3048,4274,0.5
3105,7741,0
3117,4646,0.5
3117,5315,0.5
3117,7661,1
3129,3805,0.5
3143,1072,0
3143,5167,1
3147,231,0.5
3147,4948,0.5
3147,6864,0.5
3147,7296,0.5
3147,8535,0.5
3155,5516,0.5
3155,7204,1
3186,7065,0.5
3242,746,0
3242,3887,0.5
3242,5833,1
3268,2667,1
3268,4365,1
3268,7441,0.5
3268,8551,1
3278,9,1
3278,5011,0.5
3278,7538,0.5
3330,3608,1
3330,4719,1
3330,6125,1
3330,7250,0
3330,7439,0.5
3330,7545,0
3344,64,0
3344,3887,1
3344,7715,0.5
3344,7848,1
3344,7953,0.5
3395,2669,1
3395,2864,0.5
3395,3617,0
3401,6719,0
3401,7297,1
3404,5512,1
3404,8275,0
3404,8452,0.5
3405,1207,0.5
3443,8388,0
3458,5291,0
3458,5821,0.5
3469,8188,0
3476,515,0.5
3476,2332,0.5
3482,883,0.5
3514,5089,0.5
3514,8188,0
3515,1530,0.5
3515,5617,0
3565,1095,1
3565,3983,0.5
3591,536,0.5
3591,2434,0.5
3591,3117,0
3591,4719,0
3608,295,1
3608,1710,1
3608,3805,0.5
3608,7545,0.5
3614,226,1
3614,5155,0
3614,5979,0.5
3614,6235,0.5
3614,7545,0.5
3617,429,0.5
3617,2864,0.5
3654,77,0.5
3655,1,0.5
3655,5743,1
3678,1782,0.5
3705,595,1
3705,2959,0
3712,657,0
3713,1038,0.5
3714,6230,0.5
3714,6518,1
3714,8517,1
3770,811,0.5
3805,7890,1
3822,1702,0.5
3822,2740,0
3829,1530,1
3837,2663,1
3837,5833,0.5
3882,8246,0.5
3887,2295,0.5
3887,4194,0
3887,7715,0.5
3887,8277,0.5
3899,6820,1
3899,8494,0.5
3902,295,1
3902,3837,1
3905,5617,0
3905,5930,0.5
3905,7613,1
3944,1706,1
3944,6069,1
3961,5311,1
3961,6069,0.5
3961,6092,1
3983,3961,0.5
3983,4761,1
3983,5642,0.5
3983,6069,1
3983,7545,0
3991,6920,0
3995,1785,0.5
4035,2483,0
4037,657,0.5
4037,1736,0
4037,3608,1
4037,7439,1
4038,6810,0.5
4038,7065,0.5
4051,2612,0.5
4051,4842,0.5
4051,6040,0.5
4075,3048,1
4075,4274,1
4119,652,0
4135,1469,1
4135,5467,1
4135,7233,0.5
4162,596,0.5
4162,898,1
4162,4783,1
4165,956,0.5
4165,1810,0.5
4171,6104,1
4171,7139,0
4171,7306,0.5
4176,6920,1
4194,64,1
4194,3344,0.5
4194,7848,0.5
4274,2637,1
4280,5914,0
4280,6840,0
4283,1874,1
4283,5623,0.5
4283,8246,0.5
4292,2576,1
4304,3655,0
4304,5167,0.5
4315,428,0.5
4315,3705,0.5
4315,7061,0
4406,1,1
4406,3709,1
4419,4862,0.5
4419,7593,0.5
4419,8267,0.5
4422,1149,1
4462,167,1
4472,5560,0.5
4481,3709,1
4482,4422,0.5
4482,7948,0.5
4483,7604,1
4484,392,1
4484,408,0
4484,2442,1
4484,5209,0.5
4484,5614,0.5
4488,1,1
4488,8035,1
4538,107,0
4538,224,0.5
4547,3565,0
4547,6007,0.5
4547,7226,0
4547,8139,0
4570,7118,1
4577,4419,0.5
4577,4679,0.5
4577,6341,1
4577,6875,1
4584,1745,0.5
4596,98,0.5
4596,3330,1
4596,5993,0.5
4609,295,1
4618,4778,0.5
4632,4315,0.5
4632,7061,1
4632,7986,0.5
4646,3608,0.5
4646,7134,0.5
4646,7439,0.5
4647,7297,1
4671,811,0
4671,1581,1
4672,107,0
4672,4890,1
4674,3614,0.5
4674,4037,0.5
4679,1782,1
4679,3678,0.5
4679,7053,0.5
4686,1855,1
4686,1884,0
4686,4886,0
4694,36,0.5
4694,2238,0.5
4719,5155,1
4723,4931,0.5
4723,5365,0
4732,187,0.5
4732,6089,0.5
4761,5311,0
4761,6740,0.5
4761,8405,1
4776,295,0
4776,923,1
4776,1708,1
4776,5531,0
4778,3565,0
4778,6092,0.5
4779,7214,0.5
4781,7613,0
4783,7467,0.5
4793,6941,0
4794,4686,0.5
4794,4886,0.5
4820,1313,0
4822,2632,0.5
4822,3186,0.5
4822,4481,0
4822,6810,0.5
4842,3013,0.5
4842,6926,0.5
4842,7117,0.5
4850,7139,0
4850,7450,0.5
4850,7638,0
4857,2027,0.5
4857,7391,0.5
4862,746,0.5
4876,3902,0.5
4886,1855,1
4886,1884,0.5
4886,4488,1
4890,143,0
4890,1109,0.5
4923,2656,1
4931,1903,0.5
4931,5833,0.5
4931,7238,1
4931,8190,0.5
4948,6245,0.5
4954,7769,0
4962,1245,1
4982,4862,1
4982,6586,1
4982,7053,0.5
4982,7306,0.5
4996,5380,1
4996,6429,0
4996,6586,0
4996,7279,0
5009,4776,0.5
5009,6104,1
5009,8214,1
5011,4365,1
5011,4857,1
5011,6840,0.5
5042,4781,0.5
5042,6785,1
5045,1683,0.5
5045,2020,1
5045,8117,1
5046,2991,0
5046,3031,0
5046,8288,0
5072,1673,0
5072,6867,0.5
5072,8158,0.5
5072,8212,0
5087,3147,0.5
5087,6069,0.5
5089,352,0.5
5089,1790,0
5097,3944,0.5
5097,6740,0.5
5097,8288,0.5
5101,934,0
5101,2483,0
5113,1745,0.5
5113,4584,0.5
5119,951,1
5119,8214,0
5135,4280,1
5135,5072,0.5
5155,6008,0.5
5187,256,1
5187,1230,0.5
5187,3770,0.5
5187,4671,1
5187,5545,0.5
5187,6433,1
5205,798,0.5
5205,4304,0.5
5209,5983,0
5209,7650,1
5210,3404,0.5
5221,976,1
5221,1187,0
5221,7204,1
5247,7730,1
5260,5467,0.5
5263,1462,0.5
5263,3995,0
5275,3278,0
5280,5045,0
5291,972,0.5
5291,8117,0.5
5299,4982,1
5311,1141,1
5315,2256,0
5342,8044,1
5347,3902,0.5
5352,883,0.5
5352,6474,0.5
5365,2986,1
5407,2386,1
5407,3028,1
5417,2915,1
5417,6357,1
5417,7861,1
5417,8062,1
5435,1530,0.5
5435,2805,1
5435,3829,0
5456,1673,0.5
5456,1844,1
5456,8158,1
5467,8426,0.5
5475,1673,0.5
5475,4280,0.5
5475,6951,0.5
5482,699,0.5
5482,2581,0.5
5497,3028,0
5516,956,0
5516,3268,1
5516,7482,0
5527,8275,0
5536,3372,0.5
5545,256,0.5
5545,811,1
5545,1134,1
5585,940,1
5585,5497,0.5
5608,5456,0.5
5614,408,0.5
5614,2442,0
5614,5209,0.5
5614,5983,0.5
5617,2447,1
5642,1063,0.5
5642,1880,0.5
5642,8139,0
5658,6864,0.5
5693,1795,1
5707,3714,0.5
5707,6275,0.5
5743,4406,0
5746,3461,0.5
5746,4343,0.5
5746,5821,0.5
5764,9,0.5
5764,2806,0.5
5764,5608,0.5
5798,603,0.5
5811,8304,0.5
5821,6811,0.5
5821,7948,0.5
5833,64,0.5
5833,6647,0.5
5851,6245,0.5
5863,4909,1
5863,5221,0.5
5863,7482,0.5
5873,1109,0.5
5873,6357,0.5
5873,8426,0.5
5886,98,1
5886,4609,1
5886,5993,1
5886,6212,0.5
5893,1149,0.5
5893,7678,0.5
5897,1702,0.5
5902,2915,0.5
5914,1861,0.5
5914,3155,0
5914,4283,0.5
5919,4406,0.5
5930,3157,0.5
5930,5541,0.5
5942,391,0.5
5942,4732,1
5942,5979,1
5947,5764,0
5960,481,1
5960,4931,0.5
5960,6305,1
5960,7450,0.5
5960,7638,0
5979,187,1
5979,6089,0.5
5979,8028,0.5
5983,4484,0.5
5983,6142,0.5
5983,7650,1
5988,5291,0
5988,6230,0
5993,1708,0.5
5993,5299,0
5993,6429,0.5
5993,8084,0.5
5994,1017,0.5
5994,5205,0.5
6007,652,0.5
6007,7606,1
6008,4646,0
6008,6586,0
6040,3013,0.5
6069,7296,0.5
6089,5942,0.5
6089,8028,0.5
6104,1852,0.5
6104,4723,0.5
6104,4876,1
6104,5299,0.5
6104,5380,0.5
6104,5425,0.5
6110,4996,1
6110,7193,1
6118,5902,0.5
6118,6357,0
6125,3591,0.5
6125,4646,0.5
6138,1978,1
6138,7297,1
6138,8299,1
6142,4484,0
6142,5614,0.5
6142,7650,0.5
6165,5013,1
6169,885,1
6169,2409,0
6191,2027,1
6191,7441,0
6208,1373,0.5
6208,1903,0.5
6212,1594,0.5
6212,6647,0.5
6224,4037,0.5
6230,2020,0.5
6235,2012,0.5
6235,7545,0.5
6239,543,1
6245,5210,0.5
6268,3405,0.5
6268,6439,0
6268,7545,0.5
6291,4406,0
6309,2867,1
6309,3042,0.5
6339,1025,0.5
6339,1373,0.5
6339,1903,1
6339,6462,0.5
6341,746,0.5
6341,6850,1
6341,8267,0.5
6347,1280,0.5
6347,4948,0.5
6357,7115,1
6371,6291,0.5
6372,5045,0
6385,1141,1
6385,1617,1
6385,4547,1
6410,216,1
6429,3330,0.5
6429,5380,0.5
6433,811,0
6433,1230,1
6433,1581,1
6433,4671,0.5
6433,5545,0.5
6439,7545,0.5
6439,7575,0.5
6449,2567,0.5
6449,4584,1
6449,5113,1
6462,6208,0.5
6494,3565,0
6494,6007,0.5
6494,6268,0
6494,6864,0
6494,7606,0
6516,3178,1
6516,5693,1
6516,6518,0
6525,8191,0.5
6573,2806,1
6573,5275,0
6586,98,1
6586,951,1
6586,1708,1
6586,5155,1
6586,7193,0.5
6627,3404,0.5
6627,6245,0.5
6647,3242,0.5
6647,4171,1
6647,6341,0
6657,4948,1
6679,2409,0
6679,5940,0
6719,2391,1
6719,4672,0.5
6719,4962,0
6719,6525,0.5
6740,8533,0.5
6761,1280,0.5
6761,2062,1
6782,647,1
6782,2060,1
6782,2686,1
6810,7065,0.5
6811,251,0.5
6811,3458,0.5
6811,7501,0.5
6820,7513,0.5
6834,4482,1
6839,1169,0
6840,6880,0.5
6840,7538,0.5
6850,6875,0.5
6856,3944,0.5
6856,3961,0.5
6856,6268,1
6856,7575,0.5
6864,24,1
6864,2981,0.5
6867,5221,1
6875,64,0.5
6875,2479,0
6875,5774,0.5
6875,7638,0
6875,8190,0.5
6875,8267,1
6880,1570,0.5
6926,2612,1
6926,4051,0.5
6926,6040,1
6946,5866,1
6951,6191,0.5
6988,5045,0.5
7024,7038,1
7053,4171,0.5
7053,6341,0
7053,8415,1
7061,428,1
7061,2959,1
7061,3705,0.5
7065,2632,1
7065,4822,0.5
7092,557,1
7092,720,0.5
7092,1811,0.5
7106,3186,0.5
7117,342,0
7117,4051,0.5
7117,6926,0
7118,1953,1
7118,2047,1
7118,2805,1
7119,7833,0
7134,1136,0.5
7134,5993,0
7134,6104,0.5
7134,8267,1
7139,481,1
7139,2479,0.5
7139,7450,1
7178,848,1
7178,8304,0
7189,751,1
7189,6946,0
7193,7661,0.5
7203,5467,0.5
7226,3983,0.5
7226,6347,0.5
7226,6494,1
7226,7606,1
7233,5467,1
7233,7203,0
7233,8023,1
7233,8299,0
7238,158,0
7238,4850,0.5
7238,5960,0.5
7238,6850,0
7279,5380,0
7296,1408,1
7306,4776,0.5
7323,1038,0.5
7347,24,0
7353,344,0.5
7353,1852,0.5
7353,2203,0.5
7353,3405,0.5
7366,536,0
7366,1136,0
7366,4609,0.5
7366,7134,1
7366,7939,1
7391,2782,1
7391,3155,0
7391,7955,0
7392,1837,0.5
7392,4618,0.5
7417,8086,0.5
7439,657,0.5
7439,3608,1
7439,6110,0
7440,216,0
7441,5011,1
7441,6840,0.5
7441,8233,1
7450,4931,0
7450,6341,0
7450,7796,1
7450,8190,0
7467,596,1
7467,898,0.5
7467,1288,1
7501,1383,0.5
7501,2694,0.5
7501,3458,1
7501,5988,0.5
7502,6110,0.5
7502,7768,1
7504,652,1
7504,1852,1
7504,4051,0.5
7504,6040,0.5
7504,7089,1
7513,1978,0.5
7513,6138,0.5
7513,8494,0.5
7514,5866,1
7528,1136,1
7528,6125,0.5
7528,8214,0.5
7530,1126,0.5
7530,3612,1
7530,4694,1
7538,5764,1
7545,102,1
7545,231,0.5
7545,4674,1
7545,4761,1
7545,5119,0.5
7545,6104,0.5
7545,6429,0.5
7545,7502,1
7545,7575,0.5
7575,102,0.5
7575,1706,0.5
7575,6069,1
7575,6740,0.5
7593,4850,1
7593,6341,0.5
7593,7796,1
7604,1358,1
7604,2686,0
7606,6385,0
7606,8219,0.5
7613,2447,0.5
7613,2805,1
7613,3157,1
7613,5617,0.5
7638,7139,0
7638,7238,1
7650,392,0.5
7650,408,1
7661,1377,1
7661,6110,0.5
7661,7890,0.5
7715,4194,1
7715,7848,1
7715,8277,0.5
7769,3048,0.5
7791,2012,0.5
7791,6239,0.5
7796,158,0
7796,3344,0
7796,4931,0.5
7796,7638,0.5
7797,3514,0
7797,4954,0
